lưu ý,tiến độ,name,related diseases,product names
,x,terbinafine,"Nấm da, Nấm móng, Nấm tóc, Lang ben, Nấm candida ở da, Nấm kẽ chân, Nấm thân, Nấm bẹn","Kem bôi Lamisil (10mg/1g), Gel bôi Lamisil Dermgel (1%/tuýp), Viên nén Terbisil Tablet (250mg/1 viên), Kem bôi  Bunpil Cream (10mg/g), Viên nén Terbinafine Hasan (250mg/1 viên),Dung dịch xịt ngoài da Tenafin 1% (10mg/ml)"
,x,efavirenz,Nhiễm HIV-1,"Viên nén Efavirenz 600(600mg/1 viên), Viên nén Efavirenz Tablets 600mg (600mg/1 viên), Viên nén Efavirenz Stada 600 mg (600mg/1 viên), Viên nén Efavirenz Mylan (600mg/1 viên), Viên nén Aviranz tablets 600mg (600mg/1 viên)"
,x,nelfinavir,"Nhiễm HIV-1, AIDS",Viên nén Viracept (250mg/1 viên)
,x,norethisterone/ethinylestradiol,"Tránh thai, Rối loạn kinh nguyệt, Lạc nội mạc tử cung, Hội chứng buồng trứng đa nang, Mụn trứng cá do nội tiết","Viên nén Loestrin 24 Fe (norethindrone acetate 1mg/ethinyl estradiol 20mcg/viên), Viên nén Ortho-Novum 1/35 (norethindrone 1mg/ethinyl estradiol 35mcg/viên), Viên nén Brevicon (norethindrone 0.5mg/ethinyl estradiol 35mcg)/viên, Viên nén Norinyl 1+35 (norethindrone 1mg/ethinyl estradiol 35mcg/viên), Viên nén Ovcon 35 (norethindrone 0.4mg/ethinyl estradiol 35mcg/viên), Viên nén Junel 1/20 (norethindrone acetate 1mg/ethinyl estradiol 20mcg/viên), Viên nén Blisovi Fe 1/20 (norethindrone acetate 1mg/ethinyl estradiol 20mcg/viên), Viên nén Microgestin Fe 1/20 (norethindrone acetate 1mg/ethinyl estradiol 20mcg/viên)"
,x,gestodene/ethinylestradiol,"Tránh thai, Rối loạn kinh nguyệt, Mụn trứng cá","Viên nén bao đường Gesdonyl ( Ethinylestradiol - 30 mcg; Gestodene - 75 mcg),  Viên nén bao Lindynette 20 ( Ethinylestradiol - 0,02mg; Gestodene - 0,075mg),  Viên nén bao phim Enprilest (Ethinylestradiol 20-30mcg; Gestodene 75mcg)"
,x,levonorgestrel/ethinylestradiol,"Ngừa thai, Điều hòa kinh nguyệt, Giảm đau bụng kinh, Giảm mụn trứng cá, Giảm chảy máu kinh nguyệt nặng","Viên nén Viên nén bao phim Asumate 20 ( Levonorgestrel - 0,1mg; Ethinylestradiol - 0,02mg)/viên), Viên nén bao phim Naceptiv (Viên vàng: Levonorgestrel - 0,125 mg; Ethinylestradiol - 0,03 mg), viên nén bao đường R-Den ( Levonorgestrel - 0,15mg; Ethinyl estradiol - 0,03mg)"
,x,desogestrel/ethinylestradiol,"Ngừa thai, Điều hòa chu kỳ kinh nguyệt không đều, Giảm đau bụng kinh, Điều trị mụn trứng cá, Giảm các triệu chứng tiền kinh nguyệt","Viên nén bao phim Estraceptin (Desogestrel - 0,15mg; Ethinylestradiol - 0,02mg), Viên nén Marvelon (  Desogestrel 0,15mg - ; Ethinyl estradiol 0,03mg), Viên nén bao phim Mercifort (Desogestrel 0,15mg - ; Ethinylestradiol 0,02mg)"
,x,dienogest/estradiol,"Tránh thai, Mụn trứng cá từ trung bình đến nặng (ở phụ nữ chọn biện pháp tránh thai đường uống), Lạc nội mạc tử cung","Viên nén bao phim Qlaira (Estradiol valerate 3mg), Viên nén bao phim Qlaira (Estradiol valerate 2mg/Dienogest 2mg), Viên nén bao phim Qlaira (Estradiol valerate 2mg/Dienogest 3mg), Viên nén bao phim Qlaira (Estradiol valerate 1mg)"
ko có dạng kết hợp,x,lynestrenol/ethinylestradiol,"Ngừa thai, Rối loạn kinh nguyệt, Rong kinh, Đau bụng kinh, Lạc nội mạc tử cung","Không có sản phẩm kết hợp phổ biến chứa cả lynestrenol và ethinylestradiol. Các sản phẩm chứa lynestrenol biệt bao gồm: Viên nén Orgametril (5mg/viên), Viên nén Exluton (0.5mg/viên). Các sản phẩm chứa ethinylestradiol thường kết hợp với các progestin khác trong thuốc tránh thai như: Viên nén Oganofolin (0.05mg ethinylestradiol/viên)"
,x,norgestimate/ethinylestradiol,"Ngừa thai, Điều trị mụn trứng cá từ trung bình đến nặng, Điều hòa kinh nguyệt, Giảm đau bụng kinh","Viên nén Centrisa (norgestimate 0.18mg/0.215mg/0.25mg, ethinylestradiol 0.025mg/1 viên), Viên nén Cyclen Tablets (Norgestimate (0.25 mg) + Ethinylestradiol (0.035 mg)), Viên nén Estarylla (norgestimate 0.25mg, ethinylestradiol 0.035mg/1 viên)"
không có dạng kết hợp,x,megestrol/ethinylestradiol,"Không có chỉ định chung cho sự kết hợp megestrol và ethinylestradiol dưới dạng một hoạt chất thuốc phổ biến. Megestrol acetate được dùng để điều trị ung thư vú tiến triển, ung thư nội mạc tử cung. Ethinylestradiol được dùng trong thuốc tránh thai và liệu pháp hormone thay thế.","Không có sản phẩm kết hợp phổ biến chứa cả megestrol và ethinylestradiol. Các sản phẩm chứa megestrol acetate riêng biệt bao gồm: Viên nén Quileva (5mg/viên), Viên nén Lutenyl (5mg/viên). Các sản phẩm chứa ethinylestradiol thường kết hợp với các progestin khác trong thuốc tránh thai như: Viên nén Oganofolin (0.05mg ethinylestradiol/viên)"
,x,chlormadinone/ethinylestradiol,"Tránh thai, Mụn trứng cá mức độ vừa, Đau bụng kinh, Kinh nguyệt không đều, nam hóa, ung thư tuyến tiền liệt","Viên nén bao phim Femidona (chlormadinone acetate - 2mg; ethinyl estradiol - 0,02 mg),Viên nén bao phim Planifert (Chlormadinone acetate 2mg, Ethinylestradiol 0,03mg)"
,x,ospemifene,"Khô âm đạo, Đau khi giao hợp, Teo âm đạo và âm hộ sau mãn kinh",Viên nén Osphena (60mg/1 viên)
,x,drospirenone/ethinylestradiol,"Tránh thai, Mụn trứng cá mức độ trung bình đến nặng, Rối loạn tiền kinh nguyệt","Viên nén bao phim Yasmin (3mg drospirenone/0.03mg ethinylestradiol), Viên nén bao phim Yaz (3mg drospirenone/0.02mg ethinylestradiol), Viên nén bao phim Dretinelle ( Drospirenone - 3mg; Ethinylestradiol - 0,02mg), Viên nén bao phim Drosperin ( Drospirenone - 3mg ; Ethinylestradiol - 0,03mg)"
,x,flibanserin,"Rối loạn ham muốn tình dục giảm hoạt động (HSDD) ở phụ nữ tiền mãn kinh, Giảm ham muốn tình dục ở phụ nữ tiền mãn kinh",Viên nén Addyi (100mg/1 viên)
,x,dapoxetine,"Xuất tinh sớm nguyên phát, Xuất tinh sớm thứ phát","Viên nén bao phim Priligy (30-60mg/1 viên), Viên nén bao phim Dapostella (30-60mg/1 viên)"
,x,darifenacin,"Bàng quang tăng hoạt, Tiểu không tự chủ, Tiểu gấp, Tiểu nhiều lần",Viên nén phóng thích kéo dài Enablex (7.5-15mg/1 viên)
,x,fesoterodine,"Bàng quang tăng hoạt (OAB), Tiểu gấp, Tiểu nhiều lần, Tiểu không kiểm soát",Viên nén phóng thích kéo dài Toviaz (4-8mg/1 viên)
,x,mirabegron,"Bàng quang tăng hoạt, Tiểu gấp, Tiểu nhiều lần, Tiểu không kiểm soát","Viên nén phóng thích kéo dài Myrbetriq (25-50mg/1 viên), Viên nén phóng thích kéo dài Betmiga (25-50mg/1 viên)"
,x,tolterodine,"Bàng quang tăng hoạt (OAB), Tiểu không tự chủ do thôi thúc, Tiểu nhiều lần, Tiểu gấp","Viên nén bao phim Detrusitol (1-2mg/1 viên), Viên nén bao phim Detrol (2mg/1 viên), Viên nang phóng thích kéo dài Detrusitol SR (2-4mg/1 viên)"
,x,tamsulosin,"Phì đại tiền liệt tuyến lành tính (BPH), Triệu chứng đường tiểu dưới (LUTS) liên quan đến BPH, Khó tiểu, Tiểu đêm, Tiểu rắt, Dòng nước tiểu yếu, Cảm giác tiểu không hết","Viên nang Tamsustad (0.4mg/1 viên), Viên nén giải phóng kéo dài Harnal Ocas 0,4mg (0.4mg/1 viên), Viên nang giải phóng kéo dài Tamodof (0.4mg/1 viên),  Viên nang giải phóng hoạt chất biến đổi Tamsi (0,4mg/viên)"
ko có phối hợp,x,peginterferon_alfa-2a/ribavirin,"Viêm gan C mạn tính, Viêm gan B mạn tính","Dung dịch tiêm Pegasys (Peginterferon alfa-2a 180mcg/0.5ml), Dung dịch tiêm Pegasys (Peginterferon alfa-2a 135mcg/0.5ml), Viên nén bao phim Copegus (Ribavirin 200mg/1 viên), Viên nén bao phim Copegus (Ribavirin 400mg/1 viên), Viên nang Rebetol (Ribavirin 200mg/1 viên)"
ko có phối hợp,x,peginterferon_alfa-2b/ribavirin,Viêm gan C mạn tính,"Bút tiêm PegIntron (Peginterferon alfa-2b 80mcg/0.5ml), Bút tiêm PegIntron (Peginterferon alfa-2b 120mcg/0.5ml), Bút tiêm PegIntron (Peginterferon alfa-2b 150mcg/0.5ml), Viên nang Rebetol (Ribavirin 200mg/1 viên), Viên nén Copegus (Ribavirin 200mg/1 viên)"
,x,tacrolimus,"Ngăn ngừa thải ghép tạng (ghép thận, ghép gan, ghép tim, ghép phổi), Viêm da cơ địa mức độ trung bình đến nặng, Eczema","Viên nang Prograf (0.5-1-5mg/1 viên), Thuốc mỡ Protopic (0.03-0.1%), Viên nang Advagraf (0.5-1-5mg/1 viên), dung dịch đậm đặc để pha truyền Prograf 5mg/ml (5mg/ml)"
,x,siponimod,"Đa xơ cứng thứ phát tiến triển (SPMS) có hoạt tính, Đa xơ cứng tái phát-thuyên giảm (RRMS) có hoạt tính bệnh",Viên nén Mayzent (0.25-1-2mg/1 viên)
,x,upadacitinib,"Viêm khớp dạng thấp từ trung bình đến nặng, Viêm khớp vảy nến thể hoạt động, Viêm cột sống dính khớp thể hoạt động, Viêm loét đại tràng từ trung bình đến nặng, Bệnh Crohn từ trung bình đến nặng, Viêm da cơ địa từ trung bình đến nặng","Viên nén phóng thích kéo dài Rinvoq (15mg/1 viên), Viên nén phóng thích kéo dài Rinvoq (30mg/1 viên), Viên nén phóng thích kéo dài Rinvoq (45mg/1 viên)"
,x,azathioprine,"Viêm khớp dạng thấp nặng và hoạt động, Bệnh Crohn, Viêm loét đại tràng, Lupus ban đỏ hệ thống, Viêm gan tự miễn, Viêm mạch máu, Bệnh pemphigus, Ngăn ngừa thải ghép thận, Ngăn ngừa thải ghép gan, Ngăn ngừa thải ghép tim","Viên nén bao phim Imazan (50mg/1 viên), Viên nén bao phim Heplazar (25-50mg/1 viên)"
,x,meclozine,"Say tàu xe, Buồn nôn, Nôn mửa, Chóng mặt, Rối loạn tiền đình","Viên nén Agyrax (25mg/viên), Viên nén Antivert (25-50 mg/viên)"
,x,aripiprazole,"Tâm thần phân liệt, Rối loạn lưỡng cực I, Rối loạn trầm cảm nặng, Rối loạn tự kỷ, Hội chứng Tourette","Viên nén Abilify (5-10-15mg/1 viên), Viên nén Aripegis (10-15-30mg/viên)"
,x,atomoxetine,"Rối loạn tăng động giảm chú ý (ADHD), Tăng động, Giảm chú ý, Bốc đồng","Viên nang Strattera (10-18-25-40-60-80-100mg/1 viên), Viên nang Atomoxetine (10-18-25-40-68-80-100mg/1 viên)"
,x,bupropion,"Trầm cảm nặng, Rối loạn cảm xúc theo mùa, Hỗ trợ cai thuốc lá","Viên nén phóng thích kéo dài Wellbutrin XL (150-300mg/1 viên), Viên nén Breakin(150mg/1 viên), Viên nén phóng thích kéo dài Zyban (150mg/1 viên)"
,x,tetrabenazine,Bệnh Huntington(bệnh múa giật),"Viên nén Xenazine (12.5-25mg/1 viên), Viên nén Nitoman (25mg/1 viên)"
,x,aripiprazole lauroxil,"Tâm thần phân liệt, Rối loạn lưỡng cực type I","Thuốc tiêm Aristada (441mg/1.6ml), Thuốc tiêm Aristada (662mg/2.4ml), Thuốc tiêm Aristada (882mg/3.2ml), Thuốc tiêm Aristada (1064mg/3.9ml)"
,x,brexpiprazole,"Tâm thần phân liệt, Rối loạn trầm cảm nặng (điều trị bổ trợ), Kích động liên quan đến sa sút trí tuệ do bệnh Alzheimer","Viên nén bao phim Rexulti (0.25-0.5-1-2-3-4mg/1 viên), Viên nén bao phim Xulrextif (0.5-1-2mg/1 viên)"
,x,cariprazine,"Rối loạn tâm thần phân liệt, Rối loạn lưỡng cực I (giai đoạn hưng cảm, giai đoạn hỗn hợp, giai đoạn trầm cảm), Rối loạn trầm cảm nặng (điều trị bổ trợ), Triệu chứng hưng cảm, Triệu chứng trầm cảm, Triệu chứng hỗn hợp","Viên nang Vraylar (1.5-3-4.5-6mg/1 viên), viên nang Reagila (1.5-3-4.5-6mg/1 viên)"
,x,clobazam,"Rối loạn lo âu, Động kinh (đặc biệt hội chứng Lennox-Gastaut), Mất ngủ ngắn hạn, Co thắt cơ",Viên nén Frisium (10-20mg/1 viên) 
,x,clozapine,"Tâm thần phân liệt kháng trị, Giảm nguy cơ hành vi tự tử tái diễn ở bệnh nhân tâm thần phân liệt hoặc rối loạn phân liệt cảm xúc","Viên nén Leponex (25mg/1 viên), Viên nén Clozapyl (25-100mg/1 viên), Viên nén Sunsizopin (25-100mg/1 viên)"
,x,diazepam,"Rối loạn lo âu, Mất ngủ ngắn hạn, Co thắt cơ, Động kinh, Hội chứng cai rượu cấp tính, Tiền mê trước phẫu thuật, Cơn hoảng loạn","Viên nén Seduxen (5mg/1 viên), Viên nén Diazepam Vidipha 5 (5mg/1 viên), Dung dịch tiêm Seduxen 10mg/2ml (10mg/2ml), Dung dịch tiêm Diazepam 5mg/ml(5mg/ml) "
,x,flupentixol,"Tâm thần phân liệt cấp tính, Tâm thần phân liệt mạn tính, Rối loạn tâm thần, Trầm cảm có lo âu, Trầm cảm có suy nhược, Trầm cảm có thờ ơ, Rối loạn hành vi, Lo âu nặng, Kích động, Hưng cảm, Trạng thái hoang tưởng","Viên nén bao phim Fluanxol (0.5-3mg/1 viên), Dung dịch tiêm Fluanxol Depot (20mg-100/1ml)"
,x,haloperidol,"Tâm thần phân liệt, Rối loạn tâm thần, Hưng cảm, Hội chứng Tourette, Kích động, Mê sảng, Buồn nôn và nôn nặng, Múa giật nhẹ và trung bình ở bệnh Huntington","Viên nén Haloperidol (1.5mg/1 viên), Dung dịch uống Haloperidol (15ml/lọ), Thuốc tiêm Haloperidol Decanoate (50mg/ml ống tiêm), Thuốc tiêm Haloperidol Decanoate (100mg/ml ống tiêm),Dung dịch tiêm Haloperidol 0,5% (5mg/1ml)"
,x,iloperidone,"Tâm thần phân liệt, Ảo giác, Hoang tưởng, Rối loạn tư duy, Các triệu chứng dương tính của tâm thần phân liệt, Các triệu chứng âm tính của tâm thần phân liệt",Viên nén Fanapt (1-2-4-6-8-10-12mg/1 viên)
,x,olanzapine,"Tâm thần phân liệt, Rối loạn lưỡng cực (giai đoạn hưng cảm hoặc hỗn hợp), Trầm cảm, buồn nôn, mất ngủ","Viên nén Zolaxa (5mg/1 viên),  Viên nén phân tán trong miệng Zolaxa Rapid (5-10-15-20mg/1 viên), Viên nén bao phim Olmed(5-10mg/1 viên)"
,x,paliperidone,"Tâm thần phân liệt, Rối loạn phân liệt cảm xúc","Viên nén phóng thích kéo dài Invega (3-6mg/1 viên), Hỗn dịch tiêm phóng thích kéo dài Invega Sustenna (50 mg/0,5 ml-75 mg/0,75 ml-150mg/1,5ml-100 mg/1 ml)"
,x,perphenazine,"Tâm thần phân liệt, Rối loạn loạn thần, Buồn nôn nặng, Nôn mửa nặng",Viên nén Perphenazine (2-4-8-16mg/1 viên)
,x,pimozide,"Rối loạn Tourette mạn tính nặng, Cơn bùng phát giọng nói và các chuyển động lặp đi lặp lại không kiểm soát của cơ thể (tics), Rối loạn hoang tưởng (chỉ định không chính thức), Rối loạn tic nặng",Viên nén Orap (1-2-4mg/1 viên)
,x,quetiapine,"Tâm thần phân liệt, Rối loạn lưỡng cực (giai đoạn hưng cảm cấp tính, giai đoạn trầm cảm, điều trị duy trì), Rối loạn trầm cảm nặng (điều trị bổ trợ), Hưng cảm, Trầm cảm","Viên nén Seroquel XR (50-200-300-400mg/1 viên), Viên nén Quetidin (25-300mg/1 viên), viên nén bao phim Quetiapine STELLA 200 mg(200mg/viên)"
,x,risperidone,"Tâm thần phân liệt cấp tính, Tâm thần phân liệt mạn tính, Rối loạn lưỡng cực (giai đoạn hưng cảm, giai đoạn hỗn hợp), Rối loạn hành vi ở người sa sút trí tuệ, Cáu gắt liên quan đến rối loạn tự kỷ","Viên nén bao phim Rileptid (1-2mg/1 viên), Viên nén bao phim Sizodon (1-2mg/1 viên), Viên nén bao phim Risperdal  (1-2mg/1 viên)"
,x,sertindole, bệnh tâm thần phân liệt,Viên nén Serdolect (4-12-16-20mg/1 viên)
,x,thioridazine,"Tâm thần phân liệt, Rối loạn tâm thần, Rối loạn hành vi nặng ở trẻ em, Kích động và lo âu",Viên nén Mellaril (10-25-50-100mg/1 viên)
,x,zuclopenthixol,"Tâm thần phân liệt cấp tính, Tâm thần phân liệt mạn tính, Rối loạn tâm thần, Hưng cảm, Kích động cấp tính, Lo âu nặng, Hành vi hung hăng, Ảo giác, Hoang tưởng, Rối loạn tư duy","Dung dịch tiêm dầu Clopixol Depot (200mg/ml), Dung dịch tiêm dầu Clopixol-Acuphase(50mg/ml)"
,x,lacosamide,"Động kinh, Co giật khởi phát cục bộ, Co giật toàn thể thứ phát","Viên nén bao phim Vimpat (50-100-150mg/1 viên),Dung dịch tiêm truyền Vimpat (200mg/20ml)"
,x,oxcarbazepine,"Động kinh cục bộ, Động kinh co giật toàn thể, Động kinh","Viên nén bao phim Trileptal (300mg/1 viên), Hỗn dịch uống Trileptal (60mg/ml), Viên nén Oxamed (300mg/1 viên), Viên nén Oxcarbazepine Tablets (150-300-600mg/1 viên)"
,x,phenytoin,"các cơn co giật, các cơn động kinh co cứng-co giật, động kinh cục bộ. ","Viên nang Di-Hydan 100mg (100mg/1 viên), Viên nén Phenytoin 100mg (100mg/1 viên), Viên nén Phentinil (100mg/1 viên)"
,x,amfetamine,"Rối loạn tăng động giảm chú ý, Chứng ngủ rũ, Béo phì (điều trị ngắn hạn), Khó tập trung, Tăng động, Buồn ngủ ban ngày quá mức","Viên nén Adderall( 5mg, 10mg, 20mg, 30mg), Viên nang phóng thích kéo dài Adderall XR 5mg, 10mg, 15mg, 20mg, 25mg, 30mg), Viên nén tan trong miệng Adzenys XR-ODT(12.5-15.7-18.8 mg-3.1-6.3-9.4mg/viên)"
,x,amitriptyline,"Trầm cảm, Đau thần kinh, Đau mạn tính, Phòng ngừa đau nửa đầu, Mất ngủ",Viên nén Amitriptyline 25mg (25mg/1 viên)
,x,amoxapine,"Trầm cảm nặng, Trầm cảm có lo âu, Trầm cảm loạn thần, Trầm cảm nội sinh", Viên nén Asendin Tab (25-50-100-150mg/1 viên)
,x,citalopram,"Trầm cảm, Rối loạn hoảng sợ, Rối loạn ám ảnh cưỡng chế, Rối loạn lo âu xã hội","Viên nén bao phim Citopam (10-20mg/1 viên), Viên nén bao phim Citalopram Stada (10-20mg/1 viên), Viên nén bao phim Cinasav (10-20mg/1 viên)"
,x,clomipramine,"Rối loạn ám ảnh cưỡng chế, Trầm cảm, Rối loạn hoảng sợ, Đau thần kinh mạn tính, Chứng ngủ rũ kèm mất trương lực cơ",Viên nén bao phim Anafranil (10-25-50-75mg/1 viên)
,x,desipramine,"Trầm cảm, Đau thần kinh, Phiền muộn, lo âu, rối loạn hoảng sợ",Viên nén Norpramin (10-25-50-75-100mg/1 viên)
,x,desvenlafaxine,"Rối loạn trầm cảm nặng, Rối loạn lo âu lan tỏa","Viên nén phóng thích kéo dài Pristiq (50-100mg/1 viên), Viên nén phóng thích kéo dài Khedezla (50-100mg/1 viên)"
,x,donepezil,"Bệnh Alzheimer (từ nhẹ đến nặng), Sa sút trí tuệ do bệnh Alzheimer, Suy giảm nhận thức, Mất trí nhớ, Lú lẫn, Rối loạn hành vi liên quan đến Alzheimer","Viên nén Aricept Aricept Evess (5-10mg/1 viên), Viên nén bao phim Alzepil (5mg/1 viên), Viên nén Rizax (5-10mg/1 viên)"
,x,doxepin,"Trầm cảm, Rối loạn lo âu, Mất ngủ, Mề đay mạn tính, Ngứa","Viên nang Sinequan (10-25-50mg/1 viên), Viên nén Silenor (3-6mg/1 viên), Kem bôi Zonalon (5% doxepin), Kem bôi Prudoxin (5% doxepin)"
,x,duloxetine,"Rối loạn trầm cảm nặng, Rối loạn lo âu lan tỏa, Đau thần kinh ngoại biên do tiểu đường, Đau cơ xương khớp mạn tính, Đau lưng mạn tính, Đau khớp gối mạn tính, Đau xơ cơ, Tiểu không tự chủ do gắng sức","Viên nang cứng bao tan tròn ruột Cymbalta (30-60mg/1 viên), Viên nén bao tan triong ruột Dulox-40 (30mg/1 viên)"
,x,escitalopram,"Rối loạn trầm cảm nặng, Rối loạn lo âu lan tỏa, Rối loạn lo âu xã hội, Rối loạn hoảng sợ","Viên nén Feliz S (10-20mg/1 viên), Viên nén Tonsga (10mg/1 viên), Viên nén bao phim Intalopram (5-10-20mg/1 viên), Viên nén Lupilopram (10-20mg/1 viên)"
,x,fluoxetine,"Rối loạn trầm cảm nặng, Rối loạn ám ảnh cưỡng chế, Rối loạn ăn uống (chứng cuồng ăn), Rối loạn hoảng sợ, Rối loạn tiền kinh nguyệt","Viên nén Oxedep (10-20mg/1 viên), Viên nang Magrilan 20mg (20mg/1 viên), Viên nang Fluotin 20 (20mg/1 viên)"
,x,fluvoxamine,"Rối loạn ám ảnh cưỡng chế (OCD), Rối loạn trầm cảm nặng, Rối loạn lo âu xã hội, Rối loạn hoảng sợ, Trầm cảm","Viên nén Faverin (50-100mg/1 viên), Viên nén Luvox 100mg (100mg/1 viên)"
,x,galantamine,"Bệnh Alzheimer từ nhẹ đến trung bình, Sa sút trí tuệ do Alzheimer, Suy giảm nhận thức, Rối loạn trí nhớ","Viên nén bao phim Zanladyne (4-8-12mg/1 viên), Dung dịch uống Zanladyne Sp. (4mg/ml), Viên nén Reminyl (12mg/1 viên), Viên nang phóng thích kéo dài Reminyl (8-16mg/1 viên)"
,x,imipramine,"Trầm cảm, Rối loạn hoảng sợ, Đái dầm ở trẻ em, Rối loạn ăn uống","Viên nén Tofranil (10-25-50mg/1 viên), Viên nén Imipramine (10-25-50-75mg/1 viên)"
,x,methylphenidate,"Rối loạn tăng động giảm chú ý (ADHD), Ngủ rũ (Narcolepsy), Khó tập trung, Tăng động, Bốc đồng, Buồn ngủ quá mức vào ban ngày","Viên nén phóng thích kéo dài Concerta (18-27-36-54mg/1 viên), Viên nén phóng thích chậm Ritalin SR (20mg/1 viên), Dung dịch uống Methylin (10mg/5ml), Miếng dán qua da Daytrana (10mg/9 giờ)"
,x,mirtazapine,"Rối loạn trầm cảm nặng, Trầm cảm, Mất ngủ liên quan đến trầm cảm, Lo âu liên quan đến trầm cảm","Viên nén bao phim Remeron 30 (30mg/1 viên), Viên nén phân tán trong miệng Remeron Soltab (30mg/1 viên), Viên nén bao phim Jewell (30mg/1 viên)"
,x,modafinil,"Chứng ngủ rũ, Rối loạn giấc ngủ do làm việc theo ca, Ngưng thở khi ngủ do tắc nghẽn (để cải thiện tình trạng buồn ngủ quá mức ban ngày), Buồn ngủ quá mức vào ban ngày","Viên nén Provigil (100-200mg/1 viên), Viên nén Modalert (100-200mg/1 viên)"
,x,nefazodone,Rối loạn trầm cảm nặng,"Viên nén Serzone (50-100-150-200mg/1 viên), viên nén Nefazodone hydrochloride (50-100-150-200mg/viên)"
,x,nortriptyline,"Trầm cảm, Rối loạn tăng động, Rối loạn ăn uống, Kiếm soát chứng lo âu","Viên nang Nortriptyline (10-25mg/1 viên),Viên nang Pamelor (10-25-50mg/1 viên)"
,x,paroxetine,"Rối loạn trầm cảm nặng, Rối loạn ám ảnh cưỡng chế, Rối loạn hoảng sợ, Rối loạn lo âu xã hội, Rối loạn lo âu lan tỏa, Rối loạn căng thẳng sau sang chấn, Rối loạn tiền kinh nguyệt","Viên nén bao phim Paroxetine Stella  (20-30mg/1 viên), Viên nén Paxine (20-40mg/1 viên), Viên nén bao phum Bluetine (20mg/1 viên), Viên nén bao đường Pharmapar (20mg/viên)"
,x,protriptyline,Trầm cảm,Viên nén Vivactil (5-10mg/1 viên)
,x,sertraline,"Rối loạn trầm cảm nặng, Rối loạn ám ảnh cưỡng chế, Rối loạn hoảng sợ, Rối loạn căng thẳng sau chấn thương, Rối loạn lo âu xã hội, Rối loạn tiền kinh nguyệt","Viên nén bao phim Zoloft (50mg/1 viên), Viên nén Cetzin (50-100mg/1 viên), Viên nén Asentra 50mg (50mg/1 viên)"
,x,trimipramine,"Trầm cảm, Trầm cảm kèm lo âu, Trầm cảm kèm mất ngủ, Mất ngủ",Viên nén Surmontil (25-50-100mg/1 viên)
,x,venlafaxine,"Rối loạn trầm cảm nặng, Rối loạn lo âu lan tỏa, Rối loạn lo âu xã hội, Rối loạn hoảng sợ","Viên nang giải phóng kéo dài Effexor XR (75mg/1 viên), Viên nén bao phim phóng thích kéo dài Venlafaxine STELLA 75mg (75mg/1 viên), Viên nang giải phóng chậm Velaxin (75mg/1 viên)"
,x,vortioxetine,"Rối loạn trầm cảm nặng, Trầm cảm, Các triệu chứng lo âu liên quan đến trầm cảm, Suy giảm chức năng nhận thức ở bệnh nhân trầm cảm",Viên nén bao phim Brintellix (5-10-20mg/1 viên)
,x,fluoxetine/olanzapine,"Trầm cảm của rối loạn lưỡng cực I, Trầm cảm kháng thuốc, Rối loạn tâm thần tiền kinh nguyệt","Viên nang Symbyax (6mg fluoxetine/25mg olanzapine), Viên nang Symbyax (12mg fluoxetine/25mg olanzapine), Viên nang Symbyax (12mg fluoxetine/50mg olanzapine)"
,x,cevimeline,"Khô miệng do hội chứng Sjögren, Khó nuốt do thiếu nước bọt, Khó nói do thiếu nước bọt",Viên nang Evoxac (30mg/1 viên)
,x,deutetrabenazine,"Rối loạn vận động muộn (Tardive Dyskinesia), Múa giật liên quan đến bệnh Huntington (Chorea associated with Huntington's disease), Rối loạn vận động","Viên nén Austedo (6-9-12mg/1 viên), Viên nén giải phóng chậm Austedo (6-12-18-24-30-36-42-48mg/1 viên)"
,x,lofexidine,Triệu chứng nghiện opioid cấp tính ở người lớn,Viên nén Lucemyra (0.2mg/1 viên)
,x,methadone,"Nghiện các chất dạng thuốc phiện opioid, Giảm đau trung bình đến nặng, Đau mạn tính","Viên nén Dolophine (5-10mg/viên), viên nén Metadol (5-10-25mg/viên)"
,x,pitolisant,"Ngủ rũ, Buồn ngủ ban ngày quá mức liên quan đến ngủ rũ, Mất trương lực cơ đột ngột (cataplexy) liên quan đến ngủ rũ",Viên nén Wakix (4.45-17.8mg/1 viên)
,x,valbenazine,"Rối loạn vận động muộn, Các cử động không tự chủ",Viên nang Ingrezza (40-80mg/1 viên)
,x,dextromethorphan/quinidine,"Hội chứng cảm xúc không ổn định (Pseudobulbar Affect - PBA), Khóc không kiểm soát, Cười không kiểm soát, Rối loạn cảm xúc liên quan đến các bệnh thần kinh như xơ cứng rải rác (MS), xơ cứng teo cơ một bên (ALS)",Viên nang Nuedexta (20mg dextromethorphan/10mg quinidine)
,x,carbamazepine,"Động kinh cục bộ, Động kinh toàn thể, Động kinh co cứng-co giật, Đau dây thần kinh sinh ba, Rối loạn lưỡng cực","Viên nén Tegretol (200mg/1 viên), Viên nén giải phóng chậm Tegretol CR (200mg/1 viên), Viên nén Carbatol-200 (200mg/1 viên), Viên nén Taver (200mg/1 viên)"
,x,desflurane,"Gây mê toàn thân trong phẫu thuật, Duy trì mê trong phẫu thuật, Khởi mê trong phẫu thuật","Dung dịch bay hơi để hít Suprane (100% desflurane, 240ml/chai)"
,x,enflurane,"Gây mê toàn thân trong phẫu thuật, Duy trì gây mê trong phẫu thuật, Giảm đau trong phẫu thuật",Chất lỏng để hít Enflurane (100%/250ml)
